x	xg	error+	error-	error
1.08518e-06	182.141	34.5717	34.5717	34.5717
1.08543e-06	182.13	34.5681	34.5681	34.5681
1.08568e-06	182.119	34.5645	34.5645	34.5645
1.08593e-06	182.108	34.5608	34.5608	34.5608
1.08618e-06	182.097	34.5572	34.5572	34.5572
1.08643e-06	182.086	34.5536	34.5536	34.5536
1.08668e-06	182.076	34.5499	34.5499	34.5499
1.08693e-06	182.065	34.5463	34.5463	34.5463
1.08718e-06	182.054	34.5427	34.5427	34.5427
1.08743e-06	182.043	34.539	34.539	34.539
1.08768e-06	182.032	34.5354	34.5354	34.5354
1.08793e-06	182.021	34.5318	34.5318	34.5318
1.08818e-06	182.01	34.5281	34.5281	34.5281
1.08843e-06	181.999	34.5245	34.5245	34.5245
1.08868e-06	181.988	34.5209	34.5209	34.5209
1.08893e-06	181.977	34.5172	34.5172	34.5172
1.08918e-06	181.966	34.5136	34.5136	34.5136
1.08943e-06	181.955	34.51	34.51	34.51
1.08968e-06	181.945	34.5063	34.5063	34.5063
1.08993e-06	181.934	34.5027	34.5027	34.5027
1.09018e-06	181.923	34.4991	34.4991	34.4991
1.09044e-06	181.912	34.4954	34.4954	34.4954
1.09069e-06	181.901	34.4918	34.4918	34.4918
1.09094e-06	181.89	34.4882	34.4882	34.4882
1.09119e-06	181.879	34.4846	34.4846	34.4846
1.09144e-06	181.868	34.4809	34.4809	34.4809
1.09169e-06	181.857	34.4773	34.4773	34.4773
1.09194e-06	181.846	34.4737	34.4737	34.4737
1.09219e-06	181.835	34.4701	34.4701	34.4701
1.09245e-06	181.824	34.4664	34.4664	34.4664
1.0927e-06	181.814	34.4628	34.4628	34.4628
1.09295e-06	181.803	34.4592	34.4592	34.4592
1.0932e-06	181.792	34.4555	34.4555	34.4555
1.09345e-06	181.781	34.4519	34.4519	34.4519
1.0937e-06	181.77	34.4483	34.4483	34.4483
1.09396e-06	181.759	34.4447	34.4447	34.4447
1.09421e-06	181.748	34.441	34.441	34.441
1.09446e-06	181.737	34.4374	34.4374	34.4374
1.09471e-06	181.726	34.4338	34.4338	34.4338
1.09496e-06	181.715	34.4302	34.4302	34.4302
1.09522e-06	181.704	34.4266	34.4266	34.4266
1.09547e-06	181.694	34.4229	34.4229	34.4229
1.09572e-06	181.683	34.4193	34.4193	34.4193
1.09597e-06	181.672	34.4157	34.4157	34.4157
1.09623e-06	181.661	34.4121	34.4121	34.4121
1.09648e-06	181.65	34.4084	34.4084	34.4084
1.09673e-06	181.639	34.4048	34.4048	34.4048
1.09698e-06	181.628	34.4012	34.4012	34.4012
1.09724e-06	181.617	34.3976	34.3976	34.3976
1.09749e-06	181.606	34.394	34.394	34.394
1.09774e-06	181.595	34.3903	34.3903	34.3903
